Date,Facebook_Impressions,Instagram_Impressions,YouTube_Impressions,Facebook_Clicks,Instagram_Clicks,YouTube_Clicks,Facebook_Engagements,Instagram_Engagements,YouTube_Engagements,Facebook_Conversions,Instagram_Conversions,YouTube_Conversions,Facebook_Revenue,Instagram_Revenue,YouTube_Revenue,Demographic_ID,Geo_ID,Region
10-06-23,179325,325476,90765,924,7222,2575,14168,7689,1087,59,866,764,33534.08,20879.74,11125.18,8,105,Central
10-06-23,303555,74052,95599,5213,3376,3575,5420,3982,13540,264,149,1682,62958.29,1067.69,2631.02,2,102,South
10-06-23,402212,102794,66990,5600,294,4129,16007,758,4352,1504,586,95,2585.95,43322,15272.05,11,104,West
10-06-23,221435,99482,137604,645,4360,6620,7394,668,15578,1099,463,211,41398.41,14967.25,141.34,6,101,North
10-06-23,66429,193335,270924,3247,6839,2365,7404,1695,10617,933,370,317,31838.75,4532.4,24213.85,9,103,East
10-06-23,197109,115188,97542,985,2218,7801,4719,11641,10,740,815,293,18332.43,29155.91,20482.66,11,101,North
10-06-23,13336,105071,400007,578,3349,7284,13195,7885,3006,15,1395,80,17237.26,16179.57,21788.17,8,104,West
10-06-23,56245,185337,268170,662,4728,6757,2865,7579,8569,836,94,584,23904.24,25846.22,7587.54,2,102,South
10-06-23,260101,48205,168045,3790,7732,3898,3464,2514,17419,4,809,883,10657.46,26381.91,20584.63,10,105,Central
10-06-23,31413,419191,28918,4782,126,5915,2299,11069,6611,101,226,1333,24454.05,20829.28,27275.67,9,104,West
10-06-23,308377,2043,129370,2373,1666,11638,14252,4871,853,372,117,1085,25908.76,26548.4,19292.84,9,102,South
10-06-23,189823,70843,264401,2604,4175,6668,8097,6696,1466,493,335,490,10810.98,45829.83,22705.19,11,104,West
10-06-23,103465,67989,233660,3826,5999,2011,7256,8708,8993,588,923,158,11349.46,44582.27,17860.27,12,102,South
10-06-23,65333,202962,219212,4266,2030,4316,15261,361,1035,204,104,1568,3189.29,45775.74,7478.97,1,103,East
10-06-23,318029,120479,22575,4606,2566,8170,3728,13024,533,1812,37,69,18489.75,22635.66,18300.59,9,103,East
10-06-23,45580,240444,220174,5072,1027,4820,211,3330,21156,40,1058,203,9623.78,20441.5,29935.72,1,104,West
10-06-23,161926,89844,280382,5429,1096,7722,6918,7380,2620,481,1202,495,5291.96,49165.99,12978.05,7,105,Central
10-06-23,6233,163997,241193,2406,2037,7516,5856,2294,14898,6,214,1924,10288.14,47967.62,16741.24,10,102,South
10-06-23,118608,144135,287514,604,2324,10034,7672,1008,11122,1123,115,192,23365.64,24496.59,15457.77,1,102,South
17-06-23,105279,22012,415662,7511,467,2205,763,6385,8564,955,333,875,5678.8,1828.29,59782.91,5,101,North
17-06-23,9612,330189,64340,1608,5397,4888,198,1796,18250,546,272,1081,31482.29,15106.11,14810.6,6,102,South
17-06-23,104336,79948,319238,3043,6587,2584,1035,6920,9329,62,714,1343,7141.04,56973.14,369.82,7,103,East
17-06-23,79760,143394,219020,645,3801,10581,3128,5584,14567,90,141,1626,65756.87,6695.15,3058.98,7,105,Central
17-06-23,427801,42104,11997,5870,4585,2845,11078,2069,5946,81,781,1130,23406.83,27778.99,5710.18,8,103,East
17-06-23,29152,18399,480161,3693,2831,4563,2967,10732,7058,488,1486,199,41006.2,3239.87,10964.93,5,102,South
17-06-23,56719,302664,134132,9627,1606,1967,415,7970,9779,401,5,1087,40513.03,8981.42,20187.55,11,104,West
17-06-23,64151,317707,106656,3945,4024,7833,7563,8192,2129,714,497,476,35128.85,32594.38,764.77,3,105,Central
17-06-23,211160,157697,83233,1171,11096,243,1708,10776,6266,1741,38,142,5847.34,60533.24,10446.42,11,105,Central
17-06-23,317827,197327,2528,6571,5685,1275,14001,5912,207,840,29,1046,7678.78,8704.97,57729.25,12,105,Central
17-06-23,63422,189127,235381,3920,1684,5993,9549,14053,751,599,790,478,47895.13,19380.71,12113.16,5,103,East
17-06-23,221240,55610,192413,474,7980,5708,1238,12954,5148,12,2025,160,25449.27,27159.9,5999.83,5,104,West
17-06-23,441475,106393,22890,3145,9084,1853,8236,2240,12673,255,193,1276,5544.47,14623.49,37199.04,3,105,Central
17-06-23,363136,84962,74375,4548,1769,7800,4984,2213,8801,523,395,994,6801.72,27765.07,29385.21,10,102,South
17-06-23,62412,62349,331338,1471,24,11590,5788,8538,7737,861,473,113,903.47,49703.57,18790.96,12,102,South
17-06-23,19382,28306,462105,2544,8953,1390,10412,3313,2231,884,436,850,17443.03,27230.64,15125.33,10,104,West
17-06-23,241809,172255,107777,627,6753,3393,8699,2620,11665,313,237,1287,42477.27,9884.51,10962.22,8,101,North
17-06-23,102340,416335,5405,2280,5177,3165,9182,2942,5089,317,1663,177,52417.84,13338.63,1360.53,12,101,North
17-06-23,14159,448055,99574,8705,2529,897,1346,9400,7867,695,89,597,3926.87,40235.33,17631.8,9,102,South
17-06-23,150580,224413,202641,10741,319,1543,6635,2723,6551,1132,17,235,21568.16,23361.09,33908.75,4,104,West
17-06-23,236041,16995,240094,2887,6021,3904,13917,4528,3751,471,612,238,60882.13,4250.18,4280.69,8,103,East
17-06-23,229108,126436,156340,7307,5128,2452,4323,928,10221,822,652,598,42903.88,8875.37,3881.75,12,101,North
17-06-23,368348,50899,30618,2604,9091,1748,10628,2676,3770,1208,50,221,15418.75,5880.46,40594.79,10,102,South
17-06-23,227909,38039,158565,5022,166,9964,18,10655,6916,303,1380,153,40237.42,18097.58,12634,6,101,North
24-06-23,97403,150164,188024,950,208,12207,7897,1336,12431,809,261,1094,296.22,33690.43,21033.35,4,102,South
24-06-23,171907,138586,260146,9156,888,5177,1381,15088,5701,727,727,684,1091.16,40682.76,13696.08,6,101,North
24-06-23,85282,300702,157874,4450,721,6382,485,6718,13535,339,441,527,30481.61,26166.45,8283.94,10,102,South
24-06-23,95143,369835,120712,11150,4447,298,4038,5690,7478,102,1195,361,57096.55,248.64,11829.81,4,101,North
24-06-23,98228,12850,293479,2228,5644,5175,4117,8596,9808,599,77,953,24999.02,33888.38,995.6,8,105,Central
24-06-23,26488,76876,367571,3666,6286,6025,738,19323,979,76,1387,678,21044,4085.99,35495.01,8,102,South
24-06-23,50024,160439,291565,9989,3839,1271,13116,1958,8196,572,317,698,9693.02,13301.38,35799.6,6,105,Central
24-06-23,65659,22178,411826,624,4319,5862,4150,818,19627,847,677,269,12663.08,28621.2,26851.72,6,103,East
24-06-23,192989,40276,253118,4775,1884,4640,707,8778,6938,269,533,767,29816.63,308.85,31514.52,11,105,Central
24-06-23,165747,92411,170313,10,3042,7459,1850,1572,20853,873,194,424,49264.3,7051.46,7169.24,8,104,West
24-06-23,50667,7936,526506,1772,4295,6730,4096,8235,10831,196,529,671,35045.18,15805.04,13954.78,4,104,West
24-06-23,201346,157849,232249,1535,5194,3870,11929,2205,1718,1415,58,534,12969.68,46518.12,11577.2,8,102,South
24-06-23,264324,237751,66489,6172,5266,938,4128,2778,11803,1020,309,38,4836.03,29136.16,38652.81,10,104,West
24-06-23,220979,220265,19091,10791,2834,1797,12208,5032,920,139,1364,426,14667.97,49637.5,2649.53,4,102,South
24-06-23,85304,353159,32541,8207,5934,374,4831,8127,9259,1248,738,122,54191.81,1991.25,10903.94,7,102,South
24-06-23,313002,8108,213477,1471,1564,11054,15886,3004,3144,575,356,1267,26971.18,27567.17,11486.65,4,105,Central
24-06-23,324208,102253,10289,952,6194,3692,4898,586,11844,1591,377,33,34660.77,10986.35,10662.88,4,103,East
24-06-23,3817,226038,179186,7484,751,3601,1956,2377,12951,84,1594,72,38353.2,19468.64,7913.16,8,101,North
24-06-23,166660,272372,125472,2411,1776,10858,7890,10364,4670,292,849,584,26859.43,9705.46,19912.11,4,101,North
24-06-23,5893,110611,335533,3399,2940,6115,4131,6077,4901,1226,183,693,35723.54,2669.39,20660.07,8,103,East
24-06-23,201903,337489,54516,768,5198,7138,961,10073,6317,333,355,909,32128.99,36205.35,5976.66,7,104,West
24-06-23,139864,342009,107883,755,9045,3671,3983,4860,9954,352,1640,160,34823.67,26531.38,11937.95,12,105,Central
24-06-23,279259,224497,21959,11193,403,2339,11999,3528,2178,418,190,800,41202.68,3579.26,31466.06,9,104,West
24-06-23,260404,94978,230070,7494,2438,4140,3536,8739,6536,985,883,181,26090.98,25167.38,19945.64,3,104,West
01-07-23,43747,140382,285532,2695,528,9399,7847,1249,11046,1022,594,57,25259.33,4043.3,31587.37,8,103,East
01-07-23,30412,87442,439685,4007,806,5822,22058,1637,943,667,591,731,32718.34,33803.8,5056.86,3,101,North
01-07-23,156771,246059,56421,4104,2650,5103,6087,5151,4805,492,720,282,41949.73,17177.68,5148.59,12,105,Central
01-07-23,24526,131553,324576,4034,4753,4860,2332,6659,12086,1224,452,151,61980.11,6133.21,8666.68,4,104,West
01-07-23,258922,23889,272804,3194,6643,4905,10736,1118,4009,1834,121,139,2674.33,26310.38,36952.29,2,105,Central
01-07-23,5112,39715,426865,3595,5820,5567,2336,12755,4819,725,503,832,29613.5,17644.34,12879.16,4,105,Central
01-07-23,58239,26103,319410,4730,2522,4050,4506,9737,4668,345,574,610,35378.86,23211.87,10217.27,7,103,East
01-07-23,210545,139866,228146,4215,4393,1597,3402,17451,50,95,618,734,41591.4,26782.39,7656.21,9,101,North
01-07-23,126165,211259,200580,1093,3957,8758,8873,8568,5666,237,881,216,60544.72,3607.97,772.31,4,105,Central
01-07-23,148918,156443,118858,1497,8484,126,17114,1010,2675,12,41,1379,7488.71,36249.96,36097.33,5,102,South
01-07-23,45551,129826,385924,2573,7427,3260,16126,792,474,574,945,102,56409.02,2499.1,5870.88,7,103,East
01-07-23,199568,118668,113667,1653,3731,5487,697,13633,7333,1460,179,417,10121.91,6010.78,55782.31,2,102,South
01-07-23,33325,333428,74434,4071,1811,5627,159,1476,20416,383,224,1163,25919.84,16163,34703.16,1,102,South
01-07-23,266949,232542,89386,7581,1479,1698,16061,230,2190,1832,22,264,6877.47,5354.48,54003.05,7,104,West
01-07-23,48849,131268,236667,607,8607,888,13809,6120,2266,564,874,397,7670.63,1101.45,46805.92,11,105,Central
01-07-23,131741,69268,238815,6265,1451,3062,1328,5054,12063,835,237,591,1542.04,53650.39,13718.57,7,101,North
01-07-23,192620,30052,323566,705,5646,6802,844,3177,17169,821,594,711,8233.39,46076.17,4494.44,6,105,Central
01-07-23,396974,102579,87194,5217,3781,2400,298,6187,9918,21,375,1328,37493.76,10165.4,12502.84,11,103,East
01-07-23,209608,6631,328214,884,2021,7194,6108,13332,4052,363,1220,587,4092.25,15200.04,59168.71,7,101,North
01-07-23,296578,199544,21253,9113,1530,1043,15819,5634,837,936,949,249,2779.36,40508.69,27065.95,5,102,South
01-07-23,233347,217244,127621,9076,1846,2600,8130,11721,4379,253,571,500,40758.95,9800.94,8940.11,10,102,South
01-07-23,301605,157996,40878,632,8279,5233,2408,4814,8566,94,1395,423,12998.48,963.15,63062.37,11,103,East
01-07-23,88980,309774,5223,3614,3117,8149,8627,7918,4054,540,452,374,3745.31,27850.76,27743.93,12,105,Central
01-07-23,574907,2699,7282,5166,5324,4455,12145,1706,10822,418,1009,440,26344.86,10302.61,42611.53,7,101,North
08-07-23,115342,11864,379204,110,8675,1308,2794,10973,4295,484,402,1192,23419.26,7169.2,38327.54,2,104,West
08-07-23,5647,428616,2918,2360,7815,396,15253,6902,1066,455,200,664,21739.56,15174.73,27484.71,5,104,West
08-07-23,37549,26103,524381,4344,2267,5924,9566,924,8672,612,1190,86,29000.5,11745.65,22473.85,12,105,Central
08-07-23,47464,395499,43454,11197,3441,1282,1397,5826,17760,1123,177,398,8918.91,25971.5,36761.59,5,105,Central
08-07-23,341838,248063,4515,663,654,10528,2742,16488,321,719,379,378,8857.13,28463.88,22319.99,7,104,West
08-07-23,9133,336254,135911,5316,707,8849,4636,14247,5814,73,772,1088,19297.18,3939.71,32876.11,5,101,North
08-07-23,295514,58270,104042,5584,3500,2409,13888,184,7163,1339,58,115,16565.01,30798.59,29228.4,7,103,East
08-07-23,117285,293526,98022,3903,5953,563,6529,11007,4746,473,648,645,37519.63,465.01,38366.36,5,103,East
08-07-23,55981,34382,395230,310,4190,10485,8591,5486,5547,389,249,1112,31633.36,580.98,42790.66,4,104,West
08-07-23,247699,143825,70290,4487,1304,5526,7611,5356,5107,31,944,429,53010.25,12685.2,12349.55,12,103,East
08-07-23,68483,350314,13336,1522,1232,11539,786,17196,2015,201,1630,58,51636.13,12279.39,9691.48,10,102,South
08-07-23,107040,207971,115349,2041,11983,561,1154,18720,1189,1369,348,323,6869.39,26344.97,39958.64,6,104,West
08-07-23,251103,53318,142411,2158,3680,9387,3838,4694,7432,218,848,540,33854.09,16470.95,7368.96,2,105,Central
08-07-23,2318,5359,575806,2417,6487,4513,4395,9445,7314,350,295,1378,27625.09,17404.25,23194.66,6,102,South
08-07-23,43367,9893,359316,9618,1379,4316,19765,267,672,435,918,326,46865.33,15317.26,3699.41,4,104,West
08-07-23,205955,106409,239443,417,2244,7630,13403,1502,6958,66,719,696,40773.17,4977.42,18950.41,8,105,Central
08-07-23,372085,19227,181843,1268,4703,7076,4788,11045,1081,288,730,406,32078.32,15270.38,22371.3,12,104,West
08-07-23,65148,357657,171500,4,6984,6560,2889,14169,589,327,1004,18,46231.61,13570.74,10147.65,12,102,South
08-07-23,109620,236330,54205,2006,5652,5545,5777,9381,100,227,1197,464,5368.76,48247.51,10642.73,2,103,East
08-07-23,310360,221598,7831,69,8489,5210,8941,4917,5435,392,1150,183,5132,38618.08,16873.92,1,105,Central
08-07-23,448362,128979,7910,169,11852,3792,1432,7563,9531,662,123,810,14559.89,26192.03,17006.08,6,102,South
08-07-23,511127,61248,8896,7483,3888,3748,5560,8826,1543,74,1073,752,9210.2,3789.88,47450.92,3,101,North
08-07-23,11751,257034,214369,4255,224,6032,1025,2325,20134,594,38,1364,16355.41,33063.93,12928.66,8,101,North
08-07-23,34580,127510,248632,977,9198,3024,434,18944,4943,1093,187,581,42377.73,20000.61,9223.66,3,105,Central
15-07-23,492579,7227,45094,5061,5192,3451,16002,6378,2057,1030,59,876,34073.92,13590.17,27171.91,6,104,West
15-07-23,144007,44781,405452,3162,3457,5238,4261,9509,2314,302,82,1108,8553.08,17754.17,29263.75,8,102,South
15-07-23,48910,61134,293141,942,10559,2646,4584,8168,10771,906,548,395,61309,3707.19,9576.81,8,101,North
15-07-23,323344,39244,171630,7670,32,6676,4144,478,11320,305,454,1365,25937.89,9385.06,27336.05,9,102,South
15-07-23,42799,435432,14574,3491,5243,3896,9382,10327,4700,12,992,630,30386.51,23484.1,13443.39,2,103,East
15-07-23,351964,22817,195455,6776,4742,4002,10899,6280,4074,923,475,635,34490.28,13917.1,17134.62,10,104,West
15-07-23,9790,463028,17140,2806,2263,6118,1913,12633,4955,949,594,582,7047.67,12950.18,43651.15,6,104,West
15-07-23,75065,351007,59042,1216,2868,6689,4522,12612,6015,525,665,620,55155.45,1866.74,11838.81,8,101,North
15-07-23,164504,212589,165630,742,5312,7713,10335,8428,4439,314,333,1366,31098.15,28626.62,350.23,7,105,Central
15-07-23,25859,143016,257248,3473,324,6513,16511,602,4092,89,793,479,4459.55,37919.85,34044.6,11,103,East
15-07-23,127827,180371,147005,6642,7262,1134,7607,3240,13756,773,403,353,21837.92,43541.81,9572.27,6,105,Central
15-07-23,252948,564,220019,2639,973,9566,3234,6153,7031,624,837,263,8195.36,10579.92,52781.72,12,102,South
15-07-23,379791,93319,45396,13736,1145,14,6415,6009,8813,544,580,798,8349.04,38194.38,9808.58,8,104,West
15-07-23,160366,322001,15047,4826,1010,4540,13453,570,4851,927,595,552,5478.89,9795.23,39727.88,9,101,North
15-07-23,442669,9888,52554,4193,8265,397,730,8167,8603,136,304,1051,44573.35,6610.09,8675.56,5,104,West
15-07-23,366339,65910,112175,8510,2944,133,8281,9790,430,1444,159,312,23980,789.68,53828.32,11,102,South
15-07-23,142615,96490,172498,2109,7350,2315,3699,15799,320,1124,662,97,41493.27,3342.23,27639.5,4,103,East
15-07-23,29136,200588,189190,10801,3598,671,526,12634,5515,181,747,517,23761.46,8222.78,45421.76,9,101,North
15-07-23,47697,253600,137344,6580,1383,4752,5882,6993,2474,855,81,841,31655.35,4874.86,36328.79,6,103,East
15-07-23,280184,118149,46136,3693,6496,2276,13683,3169,6780,218,169,1319,19398.75,18031.37,40227.88,11,103,East
15-07-23,141347,44928,341823,3037,9119,2499,1356,14370,7138,1289,715,119,19402.94,26283.22,21084.84,12,102,South
15-07-23,34106,349183,97680,1874,6633,4016,8632,420,11525,251,323,1233,884.28,5287.08,62913.64,6,105,Central
15-07-23,2580,446689,73707,7780,1280,3667,2024,18684,4202,118,1194,271,19472.89,34647.3,14247.81,1,105,Central
15-07-23,112613,105240,260181,2306,6637,6221,2900,14553,1045,512,302,598,17095.6,44618.57,685.83,4,103,East
22-07-23,311681,33857,60460,6891,2693,2870,3653,8491,7708,341,1550,263,22883.74,25097.02,30219.24,8,102,South
22-07-23,10652,321675,145662,3006,11611,124,2438,14797,4037,114,1317,351,4083.22,50344.7,2139.08,3,105,Central
22-07-23,56369,306837,236342,6543,162,8451,5114,8336,8637,1124,336,113,4974.82,8026.17,56890.01,10,103,East
22-07-23,127134,31834,354035,137,10998,2135,1526,2712,19721,763,419,503,19223.35,11291.46,48108.19,12,105,Central
22-07-23,236629,183843,49996,7260,610,5870,4290,10084,1447,394,520,806,19477.49,29670.83,9807.68,5,103,East
22-07-23,56099,246477,260825,5469,4399,4058,7199,8557,5193,209,531,1108,44630.47,1131.05,13150.48,2,105,Central
22-07-23,395943,95347,80598,7658,671,3762,6563,6847,1668,883,520,270,36958.5,2204.82,23260.68,5,103,East
22-07-23,177033,104900,161702,5740,5471,3986,11800,305,7976,192,1034,249,1059.81,16316.12,62436.07,2,105,Central
22-07-23,77665,452477,31402,329,252,13951,640,1158,15565,225,751,597,12229.82,12903.16,47292.02,8,103,East
22-07-23,88834,407064,17830,928,2520,7558,15188,3047,6488,416,632,988,132.16,56260.1,15179.74,3,104,West
22-07-23,247049,138848,61721,237,12881,2435,4485,4445,10938,199,1798,90,480.03,7912.17,50027.8,5,101,North
22-07-23,210446,175088,164712,13508,1083,1164,4228,14875,1855,746,220,366,15642.45,14131.26,36743.29,8,104,West
22-07-23,116616,390922,66170,8697,1426,5161,15319,675,4968,875,277,171,13373.05,41920.14,21129.81,11,104,West
22-07-23,226371,190741,59916,8515,991,1689,11575,2933,9902,702,1021,171,23129.38,16529.48,17939.14,4,103,East
22-07-23,133421,15169,369240,10507,2026,3294,5451,3375,12509,584,886,183,13100.18,58759.69,326.13,3,104,West
22-07-23,75029,234136,123988,1328,2798,9651,8297,1047,7426,937,82,919,3706.13,20633.53,45612.34,4,103,East
22-07-23,11821,59405,444804,36,12249,695,12308,6950,228,426,965,180,143.66,31300.37,40815.97,2,105,Central
22-07-23,334848,102660,315,6953,574,5948,16059,2370,5965,1287,76,370,39689.39,3636.73,14033.88,4,101,North
22-07-23,393347,68735,111906,753,1639,9869,4078,3829,8122,568,1006,572,3037.63,35598.5,39045.87,12,104,West
22-07-23,407901,24011,55375,1558,4683,6946,2700,17990,155,505,273,948,20929.33,14088.39,40867.28,10,103,East
22-07-23,146650,242347,123264,5377,765,5028,3813,12609,6808,924,175,262,36905.85,15585.54,27365.61,3,105,Central
22-07-23,30049,290551,103342,7827,2388,1814,5609,9771,1103,209,905,1024,16395.54,12908.93,45690.53,7,105,Central
22-07-23,48778,162035,219432,5245,1331,5051,14970,5072,1380,1203,815,171,3759.89,62450.65,12982.46,7,104,West
22-07-23,477501,43675,16614,15283,128,193,6941,1348,7409,243,443,1236,27966.23,8596.68,26457.09,9,105,Central
29-07-23,161384,250280,20390,8818,2294,2064,11520,4342,948,39,102,1741,3079.6,54136.72,8011.68,3,104,West
29-07-23,30310,357266,207901,8159,985,2475,10111,8769,1031,113,1001,993,9177.23,18434.49,48009.28,8,103,East
29-07-23,202867,273990,35706,1107,1258,8435,9446,7258,4645,1263,79,1,32692.56,35672.64,4006.8,11,103,East
29-07-23,394735,49484,412,1777,10947,1103,9100,7611,727,1047,218,283,26543.25,34264.67,1980.08,9,105,Central
29-07-23,67608,200914,240644,8416,2526,246,3631,8298,9294,893,4,737,43947.42,9426.94,9417.64,9,102,South
29-07-23,167098,65919,236317,6250,6095,2332,18496,3251,1088,182,1192,517,33960.75,4023.77,30470.48,3,104,West
29-07-23,8347,165984,234790,10801,13,3557,995,15979,4410,726,618,345,19756.27,27594.01,15567.72,4,103,East
29-07-23,29552,417094,133845,6206,3358,1154,11998,5827,2975,743,392,331,25909.55,15422.07,33910.38,10,103,East
29-07-23,258755,23057,185621,748,3792,8425,7632,4008,13328,1110,265,726,2882.69,5536.26,47023.05,6,101,North
29-07-23,371846,66073,61410,2514,5989,1878,1342,6487,15561,43,623,1147,51342.66,10386.76,3405.58,5,101,North
29-07-23,150069,236961,29447,2130,10568,3075,2832,6309,6035,383,906,147,21275.08,50295.43,4334.49,12,103,East
29-07-23,448677,17929,44108,1896,6314,3319,5576,3272,6680,409,913,451,42566.74,18128.92,5389.34,8,102,South
29-07-23,159688,254732,11755,1311,5643,4832,5090,210,16617,1077,152,165,44786.56,6694.37,8163.07,1,103,East
29-07-23,6054,144833,300393,3146,2425,5012,8279,6927,1850,368,507,464,6684.22,42594.26,8120.52,11,103,East
29-07-23,2632,426733,166287,5093,745,4716,10038,5338,97,665,1238,177,16944.99,20346.16,20739.85,7,103,East
29-07-23,50612,85235,279820,5559,1594,5879,2113,14828,5190,1044,210,145,24101.35,19338.24,23301.41,3,104,West
29-07-23,189341,325113,36146,7402,1159,2697,10541,14040,278,1037,578,53,6891.64,42828.99,22213.37,7,104,West
29-07-23,198335,53205,167460,3516,612,9140,12873,357,3079,548,728,104,40972.7,18960.11,2771.19,11,101,North
29-07-23,14030,430840,59253,771,4349,10178,10879,3245,5828,165,625,649,37135.76,21859.03,9929.21,2,102,South
29-07-23,274362,192079,39750,375,6814,6701,8024,10204,651,1158,563,393,42143.53,9230.16,20115.31,11,103,East
29-07-23,111628,176159,165586,2049,1640,9986,9809,8316,6559,360,389,1058,46226.84,12868.93,4305.23,9,104,West
29-07-23,175799,65994,187485,4106,5020,1691,14669,4206,1154,521,138,1355,826.35,37221.41,21575.24,9,101,North
29-07-23,32312,78661,298773,2423,6204,4804,11739,2307,4098,85,1341,614,21117.44,19811.64,14842.92,7,105,Central
29-07-23,207096,91592,164782,757,57,9845,2593,12214,8487,699,905,446,27959.73,28671.62,12319.65,2,102,South
05-08-23,10041,20501,436788,5025,1664,5934,1126,18972,2300,460,449,497,12580.57,32014.75,27865.68,3,102,South
05-08-23,256746,80746,69987,2136,8252,417,2050,18982,3439,1022,173,124,27696.46,37353.69,3192.85,6,105,Central
05-08-23,23197,120256,294895,2023,7174,1666,11262,591,4792,292,256,954,36572.85,16256.97,24609.18,12,104,West
05-08-23,170034,182439,48125,9059,106,973,4784,821,10604,1004,34,464,5787.13,19628.22,31146.65,2,104,West
05-08-23,21636,321440,82877,547,5314,6110,6853,1493,16309,1207,410,323,14848.56,8294.42,35602.02,4,101,North
05-08-23,217729,247891,110032,728,9475,3839,8224,15475,1288,308,1249,88,31258.08,6363.43,35508.49,8,101,North
05-08-23,103118,12843,421875,3152,2538,9331,6948,2777,6830,669,534,395,39156.1,2566.32,26719.58,11,104,West
05-08-23,124702,100516,259942,1137,4422,8782,8782,972,6181,379,200,1141,38031.3,3314.19,24234.51,1,104,West
05-08-23,60139,263040,268383,11559,794,2144,8427,10995,4691,85,1111,648,55862.83,14211.11,4376.06,3,104,West
05-08-23,262800,255542,33714,2128,3007,9717,11253,3670,231,760,109,1304,8359.64,34344.27,22452.09,8,104,West
05-08-23,117504,206964,267825,2655,4766,3524,4077,5694,5973,951,230,733,2943.64,8413.01,63568.35,1,102,South
05-08-23,430263,74631,31866,652,8465,2306,7390,2442,7433,1276,141,120,13600.16,51424.05,3813.79,9,105,Central
05-08-23,395460,80137,80002,8931,1608,3055,113,13146,7513,20,625,819,27350.67,30831.93,3021.4,1,104,West
05-08-23,62374,291914,134513,2155,3955,9362,7889,2910,7429,213,722,451,5282.82,28932.76,26908.42,12,103,East
05-08-23,16418,326194,215730,3339,1184,9486,11872,2844,2279,1,1139,421,25686.96,5753.91,31347.13,12,102,South
05-08-23,345028,109689,110438,1900,9881,2997,7722,1701,6074,625,853,116,14800.33,41540.76,11332.91,12,102,South
05-08-23,91811,315972,101696,2854,3835,4638,32,3294,15089,644,742,144,2370.16,26453.53,39354.31,6,103,East
05-08-23,139311,41746,266760,3678,1061,9742,7140,2499,14146,169,654,826,42960.06,6928.85,9251.09,3,102,South
05-08-23,24034,807,464504,2006,10088,338,138,7017,9900,762,722,440,4849.31,36852.96,20930.73,2,103,East
05-08-23,489060,13606,41410,10151,2313,1247,1804,13385,1371,235,509,988,42154.51,11268.82,2515.67,6,103,East
05-08-23,98692,102804,284148,3787,30,10723,8709,9305,4278,134,506,713,26574.19,27922.34,3837.47,1,103,East
05-08-23,225187,110591,189879,2926,5425,7198,8787,5241,10071,936,9,793,43698.31,20019.21,490.48,4,104,West
05-08-23,165664,303671,130390,590,5163,9932,5429,888,9670,472,614,267,46868.69,383.41,27594.9,1,103,East
05-08-23,23345,379934,7129,494,9642,5544,3629,618,12777,176,1237,424,24953.46,21421.53,20351.01,1,104,West
12-08-23,141416,117695,245053,4769,1278,4622,9778,3829,2816,1216,528,7,5191.57,53416.11,8282.32,8,103,East
12-08-23,103457,386883,47405,5236,3813,6718,1501,10653,6347,552,158,703,1740.05,24310.39,36608.56,11,103,East
12-08-23,51636,346334,14368,6002,8073,1818,637,16866,752,519,543,287,20125.65,13340.7,36336.65,11,104,West
12-08-23,23577,148467,272935,1962,1254,10190,7079,3887,5696,197,59,1633,13846.96,17378.1,23972.94,5,103,East
12-08-23,59323,153799,270772,1325,698,8558,7416,6399,1312,379,678,671,33360.74,15043.91,8878.35,6,102,South
12-08-23,24779,139060,411689,4824,1999,6369,10487,2329,9844,792,90,778,5983.79,7069.46,53429.75,4,103,East
12-08-23,64956,183391,295012,4652,6923,118,10513,213,13555,782,972,128,2157.44,55849.21,1851.35,9,101,North
12-08-23,154829,261202,128316,938,8927,1273,10767,6596,3907,1035,162,116,5092.52,4438.48,45518,11,105,Central
12-08-23,65350,89439,435872,4328,2365,9075,2945,18254,1296,1256,725,159,9148.12,49047.05,16191.83,5,101,North
12-08-23,19286,109655,278199,2261,4396,8962,1910,15060,3141,244,380,692,31457.77,22597.01,15549.22,11,101,North
12-08-23,72069,322087,182549,13404,986,101,5146,3705,11790,503,1349,259,43202.67,4936.89,11003.44,9,105,Central
12-08-23,41536,96108,311687,626,3025,10411,7202,2427,7780,86,525,756,34335.93,1605.08,36141.99,10,101,North
12-08-23,186131,167974,214884,2848,6208,6130,7140,11513,5063,710,540,662,30696.99,28655.29,9262.72,8,103,East
12-08-23,56353,380194,44347,11434,1572,2580,1265,12882,5457,359,288,904,33490.22,28119.57,4859.21,6,105,Central
12-08-23,2391,77586,322976,3616,5402,1407,15451,179,4337,626,956,378,46183.61,5878.42,10480.97,12,102,South
12-08-23,370236,141984,11502,2835,4674,4046,4088,8391,7230,1529,1,200,30582.47,30816.03,12557.5,7,105,Central
12-08-23,30701,59934,474034,14621,218,854,3215,8856,8615,296,683,555,25577.23,31184.39,10174.38,10,103,East
12-08-23,12340,8048,530216,8015,1441,3324,6946,9366,276,1057,398,32,835.06,53542.33,5897.61,8,102,South
12-08-23,4173,200368,239405,7346,247,2988,1988,6340,6731,1037,509,580,13833.68,31558.71,11996.61,11,104,West
12-08-23,100736,140993,297492,10392,4552,996,5841,16888,1964,754,103,1193,37615.89,24980.88,13579.23,3,102,South
